symbol	gene_number	ensembl_gene	ensembl_trans	chebl_id	uniprot_gname	entrez_id	wikigene
CA6	765.1	ENSG00000131686	ENST00000549778		P18761	765.0	765.0
CA5A	763.1	ENSG00000174990	ENST00000309893	CHEMBL2111457	P35218	763.0	763.0
CA5B	11238.1	ENSG00000169239	ENST00000498004		Q9QZA0	11238.0	11238.0
PIGN	23556.1	ENSG00000197563	ENST00000357637		O95427	23556.0	23556.0
PIGN	23556.2	ENSG00000197563	ENST00000357637		O95427	23556.0	23556.0
PIGV	55650.1	ENSG00000060642	ENST00000430292			55650.0	55650.0
DUOX1	53905.1	ENSG00000137857	ENST00000321429		Q9NRD9	53905.0	53905.0
DUOX2	50506.1	ENSG00000140279	ENST00000389039		A2AQ99	50506.0	50506.0
DUOX1	53905.2	ENSG00000137857	ENST00000321429		Q9NRD9	53905.0	53905.0
AQP8	343.1	ENSG00000103375	ENST00000566125		O94778	343.0	343.0
PIGO	84720.2	ENSG00000165282	ENST00000298004		Q8TEQ8	84720.0	84720.0
PIGF	5281.1	ENSG00000151665	ENST00000281382		Q07326	5281.0	5281.0
PIGO	84720.1	ENSG00000165282	ENST00000298004		Q8TEQ8	84720.0	84720.0
PIGF	5281.2	ENSG00000151665	ENST00000281382		Q07326	5281.0	5281.0
PIGG	54872.1	ENSG00000174227	ENST00000504187			54872.0	54872.0
PIGZ	80235.1	ENSG00000119227	ENST00000412723		Q86VD9	80235.0	80235.0
PIGK	10026.1	ENSG00000142892	ENST00000370812		Q92643	10026.0	10026.0
GPAA1	8733.1	ENSG00000197858	ENST00000529503			8733.0	8733.0
PIGU	128869.1	ENSG00000101464	ENST00000217446		Q9H490	128869.0	128869.0
PIGS	94005.1	ENSG00000087111	ENST00000268758		Q6PD26	94005.0	94005.0
PIGT	51604.1	ENSG00000124155	ENST00000279036		Q969N2	51604.0	51604.0
HSD17B10	3028.1	ENSG00000072506	ENST00000375304	CHEMBL4159	Q99714	3028.0	3028.0
HADH	3033.1	ENSG00000138796	ENST00000403312		Q16836	3033.0	3033.0
HAS3	3038.2	ENSG00000103044	ENST00000569188		O00219	3038.0	3038.0
HAS1	3036.1	ENSG00000105509	ENST00000601714		Q61647	3036.0	3036.0
HAS3	3038.1	ENSG00000103044	ENST00000569188		O00219	3038.0	3038.0
HAS2	3037.1	ENSG00000170961	ENST00000303924		Q92819	3037.0	3037.0
COQ2	27235.1	ENSG00000173085	ENST00000503391		Q66JT7	27235.0	27235.0
SLC4A2	6522.1	ENSG00000164889	ENST00000483786		P13808	6522.0	6522.0
SLC4A9	83697.1	ENSG00000113073	ENST00000506757		Q96Q91	83697.0	83697.0
SLC4A1	6521.1	ENSG00000004939	ENST00000262418		P02730	6521.0	6521.0
SLC4A3	6508.2	ENSG00000114923	ENST00000358055		P48751	6508.0	6508.0
SLC4A3	6508.1	ENSG00000114923	ENST00000358055		P48751	6508.0	6508.0
HK1	3098.3	ENSG00000156515	ENST00000450646		P52789	3098.0	3098.0
HKDC1	80201.1	ENSG00000156510	ENST00000354624	CHEMBL1741200	Q2TB90	80201.0	80201.0
GCK	2645.3	ENSG00000106633	ENST00000336642		P52792	2645.0	2645.0
HK1	3098.4	ENSG00000156515	ENST00000450646		P52789	3098.0	3098.0
HK2	3099.1	ENSG00000159399	ENST00000290573	CHEMBL2640	P52789	3099.0	3099.0
GCK	2645.2	ENSG00000106633	ENST00000336642		P52792	2645.0	2645.0
HK1	3098.5	ENSG00000156515	ENST00000450646		P52789	3098.0	3098.0
GCK	2645.1	ENSG00000106633	ENST00000336642		P52792	2645.0	2645.0
HK1	3098.1	ENSG00000156515	ENST00000450646		P52789	3098.0	3098.0
HK3	3101.1	ENSG00000160883	ENST00000292432	CHEMBL2709	P52790	3101.0	3101.0
HK1	3098.2	ENSG00000156515	ENST00000450646		P52789	3098.0	3098.0
HGD	3081.1	ENSG00000113924	ENST00000283871		Q93099	3081.0	3081.0
HIBADH	11112.1	ENSG00000106049	ENST00000265395		P31937	11112.0	11112.0
HAL	3034.1	ENSG00000084110	ENST00000261208	CHEMBL4003	P42357	3034.0	3034.0
HDC	3067.1	ENSG00000140287	ENST00000267845		P19113	3067.0	3067.0
ATP4A	495.1	ENSG00000105675	ENST00000262623	CHEMBL2095173	P20648	495.0	495.0
ATP4B	496.1	ENSG00000186009	ENST00000335288	CHEMBL2095173	P51164	496.0	496.0
KYNU	8942.1	ENSG00000115919	ENST00000264170	CHEMBL5100	Q16719	8942.0	8942.0
HMBS	3145.1	ENSG00000256269	ENST00000545621		P22907	3145.0	3145.0
HMGCR	3156.1	ENSG00000113161	ENST00000511206	CHEMBL402	P04035	3156.0	3156.0
HMGCS1	3157.1	ENSG00000112972	ENST00000325110		Q01581	3157.0	3157.0
HMGCS1	3157.2	ENSG00000112972	ENST00000325110		Q01581	3157.0	3157.0
HMGCS2	3158.1	ENSG00000134240	ENST00000369406		P54868	3158.0	3158.0
HMGCL	3155.1	ENSG00000117305	ENST00000374490		P35914	3155.0	3155.0
HMGCLL1	54511.1	ENSG00000146151	ENST00000274901		Q8TB92	54511.0	54511.0
HMOX1	3162.1	ENSG00000100292	ENST00000412893		P14901	3162.0	3162.0
HMOX2	3163.1	ENSG00000277424	ENST00000612525	CHEMBL2546		3163.0	3163.0
HYALP1	26062.1	ENSG00000228211				26062.0	
SGSH	6448.1	ENSG00000181523	ENST00000572257		P51688	6448.0	6448.0
HSD11B1	3290.2	ENSG00000117594	ENST00000615289			3290.0	3290.0
HSD11B1	3290.1	ENSG00000117594	ENST00000615289			3290.0	3290.0
HSD11B2	3291.1	ENSG00000176387	ENST00000326152	CHEMBL3746	P80365	3291.0	3291.0
HSD17B1	3292.1	ENSG00000108786	ENST00000585807	CHEMBL3181	P14061	3292.0	3292.0
HSD17B8	7923.1	ENSG00000232357	ENST00000422433		Q92506	7923.0	7923.0
HSD17B2	3294.1	ENSG00000086696	ENST00000563491			3294.0	3294.0
HSD17B7	51478.1	ENSG00000132196	ENST00000367915			51478.0	51478.0
HSD3B1	3283.1	ENSG00000203857	ENST00000531340		P26439	3283.0	3283.0
HSD3B2	3284.1	ENSG00000203859	ENST00000433745		P26439	3284.0	3284.0
HSD3B7	80270.1	ENSG00000099377	ENST00000262520		Q9H2F3	80270.0	80270.0
SLC25A14	9016.1	ENSG00000102078	ENST00000424447		Q9Z2B2	9016.0	9016.0
UCP3	7352.2	ENSG00000175564	ENST00000314032		P55916	7352.0	7352.0
UCP3	7352.1	ENSG00000175564	ENST00000314032		P55916	7352.0	7352.0
UCP2	7351.1	ENSG00000175567	ENST00000310473		P55851	7351.0	7351.0
SLC25A14	9016.2	ENSG00000102078	ENST00000424447		Q9Z2B2	9016.0	9016.0
UCP1	7350.1	ENSG00000109424	ENST00000262999		P25874	7350.0	7350.0
SLC25A27	9481.1	ENSG00000153291	ENST00000371347		O95847	9481.0	9481.0
PDXP	57026.1	ENSG00000241360	ENST00000215904		Q96GD0	57026.0	57026.0
IDH3G	3421.2	ENSG00000067829	ENST00000370092		P51553	3421.0	3421.0
IDH3B	3420.3	ENSG00000101365	ENST00000474315		P51553	3420.0	3420.0
IDH3A	3419.1	ENSG00000166411	ENST00000299518		P50213	3419.0	3419.0
IDH3B	3420.1	ENSG00000101365	ENST00000474315		P51553	3420.0	3420.0
IDH3G	3421.1	ENSG00000067829	ENST00000370092		P51553	3421.0	3421.0
IDH3B	3420.2	ENSG00000101365	ENST00000474315		P51553	3420.0	3420.0
IDH1	3417.1	ENSG00000138413	ENST00000345146	CHEMBL2007625	O75874	3417.0	3417.0
IDH2	3418.1	ENSG00000182054	ENST00000330062		P48735	3418.0	3418.0
TPO	7173.4	ENSG00000115705	ENST00000382269		P07202	7173.0	7173.0
TPO	7173.1	ENSG00000115705	ENST00000382269		P07202	7173.0	7173.0
TPO	7173.3	ENSG00000115705	ENST00000382269		P07202	7173.0	7173.0
TPO	7173.2	ENSG00000115705	ENST00000382269		P07202	7173.0	7173.0
TPO	7173.5	ENSG00000115705	ENST00000382269		P07202	7173.0	7173.0
IDUA	3425.1	ENSG00000127415	ENST00000247933		P35475	3425.0	3425.0
BCAT1	586.1	ENSG00000060982	ENST00000261192	CHEMBL4679	P54687	586.0	586.0
BCAT2	587.1	ENSG00000105552	ENST00000545387		O15382	587.0	587.0
SLC43A1	8501.1	ENSG00000149150	ENST00000278426		O75387	8501.0	8501.0
IMPDH1	3614.1	ENSG00000106348			P12268	3614.0	3614.0
IMPDH2	3615.1	ENSG00000178035			P12268	3615.0	3615.0
IMPDH1	3614.2	ENSG00000106348			P12268	3614.0	3614.0
MIOX	55586.1	ENSG00000100253	ENST00000395733		Q9UGB7	55586.0	55586.0
SLC2A13	114134.1	ENSG00000151229	ENST00000280871		Q96QE2	114134.0	114134.0
SLC5A3	6526.1	ENSG00000198743	ENST00000381151		P53794	6526.0	6526.0
IDI1	3422.1	ENSG00000067064	ENST00000381344		Q13907	3422.0	3422.0
IDI2	91734.1	ENSG00000148377	ENST00000277517		Q9BXS1	91734.0	91734.0
SLC5A8	160728.1	ENSG00000256870	ENST00000536262		Q8N695	160728.0	160728.0
SUCLG1	8802.1	ENSG00000163541	ENST00000393868		P53597	8802.0	8802.0
SUCLG2	8801.1	ENSG00000172340	ENST00000493112		Q96I99	8801.0	8801.0
SUCLA2	8803.1	ENSG00000136143	ENST00000378654		Q9P2R7	8803.0	8803.0
AMDHD1	144193.1	ENSG00000139344	ENST00000266736		Q96NU7	144193.0	144193.0
SLC12A4	6560.1	ENSG00000124067	ENST00000316341		Q9UP95	6560.0	6560.0
SLC12A7	10723.1	ENSG00000276482	ENST00000611005		Q9WVL3	10723.0	10723.0
SLC12A6	9990.1	ENSG00000140199	ENST00000290209		Q9UHW9	9990.0	9990.0
SLC12A5	57468.1	ENSG00000124140	ENST00000454036	CHEMBL1615384	Q9H2X9	57468.0	57468.0
KHK	3795.1	ENSG00000138030	ENST00000260599	CHEMBL1275212	P50053	3795.0	3795.0
KHK	3795.2	ENSG00000138030	ENST00000260599	CHEMBL1275212	P50053	3795.0	3795.0
SLC9A7	84679.1	ENSG00000065923	ENST00000328306		Q96T83	84679.0	84679.0
SLC9A8	23315.1	ENSG00000197818	ENST00000361573		Q9Y2E8	23315.0	23315.0
KMO	8564.1	ENSG00000117009	ENST00000366558	CHEMBL2145	O15229	8564.0	8564.0
LCT	3938.1	ENSG00000115850	ENST00000264162	CHEMBL1075131	P09848	3938.0	3938.0
LCAT	3931.1	ENSG00000213398	ENST00000264005	CHEMBL5942	P04180	3931.0	3931.0
SLC22A10	387775.1	ENSG00000184999	ENST00000533483		Q63ZE4	387775.0	387775.0
GLO1	2739.1	ENSG00000124767	ENST00000373365	CHEMBL2424	Q04760	2739.0	2739.0
CYB5D1	124637.1	ENSG00000182224	ENST00000571846		Q6P9G0	124637.0	124637.0
BSG	682.1	ENSG00000172270	ENST00000545507		P35613	682.0	682.0
AQP9	366.1	ENSG00000103569	ENST00000558772		Q9JJJ3	366.0	366.0
CYP4F8	11283.1	ENSG00000186526	ENST00000617645		P98187	11283.0	11283.0
LSS	4047.1	ENSG00000160285	ENST00000356396	CHEMBL3593	P48449	4047.0	4047.0
PLA2G4A	5321.1	ENSG00000116711	ENST00000367466	CHEMBL3816	P47712	5321.0	5321.0
CLC	1178.1	ENSG00000105205	ENST00000221804		Q05315	1178.0	1178.0
LGALS13	29124.1	ENSG00000105198	ENST00000221797		Q9UHV8	29124.0	29124.0
PIPOX	51268.1	ENSG00000179761	ENST00000323372	CHEMBL2254	Q9P0Z9	51268.0	51268.0
LPL	4023.1	ENSG00000175445	ENST00000520959		P11152	4023.0	4023.0
LIPC	3990.1	ENSG00000166035	ENST00000356113	CHEMBL2127	P11150	3990.0	3990.0
CEL	1056.1	ENSG00000170835	ENST00000372080	CHEMBL3219	Q64285	1056.0	1056.0
PNPLA3	80339.1	ENSG00000100344	ENST00000216180		Q9NST1	80339.0	80339.0
MGLL	11343.1	ENSG00000074416	ENST00000434178	CHEMBL4191	Q99685	11343.0	11343.0
MGLL	11343.2	ENSG00000074416	ENST00000434178	CHEMBL4191	Q99685	11343.0	11343.0
PLA2G3	50487.1	ENSG00000100078	ENST00000215885	CHEMBL4667	Q9NZ20	50487.0	50487.0
LIPG	9388.1	ENSG00000101670	ENST00000577628		Q9Y5X9	9388.0	9388.0
PNLIPRP1	5407.1	ENSG00000187021	ENST00000531984			5407.0	5407.0
LIPF	8513.1	ENSG00000182333	ENST00000394375	CHEMBL1796	P07098	8513.0	8513.0
PNLIPRP2	5408.1	ENSG00000266200	ENST00000579578			5408.0	5408.0
PNLIP	5406.1	ENSG00000175535	ENST00000369221	CHEMBL1812	P16233	5406.0	5406.0
LRAT	9227.1	ENSG00000121207	ENST00000502525		Q9JI60	9227.0	9227.0
SC5D	6309.1	ENSG00000109929	ENST00000264027		O75845	6309.0	6309.0
LTA4H	4048.1	ENSG00000111144	ENST00000228740	CHEMBL4618	P09960	4048.0	4048.0
LTC4S	4056.1	ENSG00000213316	ENST00000505170		Q60860	4056.0	4056.0
MGST3	4259.1	ENSG00000143198	ENST00000367889	CHEMBL1743186	O14880	4259.0	4259.0
LTC4S	4056.2	ENSG00000213316	ENST00000505170		Q60860	4056.0	4056.0
MGST2	4258.1	ENSG00000085871	ENST00000265498	CHEMBL1743185	Q99735	4258.0	4258.0
SETD7	80854.1	ENSG00000145391	ENST00000506866		Q8VHL1	80854.0	80854.0
KMT2C	58508.2	ENSG00000055609	ENST00000360104			58508.0	58508.0
SUV39H2	79723.1	ENSG00000152455	ENST00000378331		Q9EQQ0	79723.0	79723.0
EHMT2	10919.1	ENSG00000204371	ENST00000436403		Q9Z148	10919.0	10919.0
SETDB1	9869.1	ENSG00000143379	ENST00000525956			9869.0	9869.0
DOT1L	84444.1	ENSG00000104885	ENST00000398665	CHEMBL1795117	Q8TEK3	84444.0	84444.0
SETDB2	83852.1	ENSG00000136169	ENST00000354234		Q96T68	83852.0	83852.0
SUV39H1	6839.1	ENSG00000101945	ENST00000376687	CHEMBL1795118	O43463	6839.0	6839.0
EHMT2	10919.2	ENSG00000204371	ENST00000436403		Q9Z148	10919.0	10919.0
EHMT1	79813.1	ENSG00000181090	ENST00000462484	CHEMBL6031	Q9H9B1	79813.0	79813.0
KMT2C	58508.1	ENSG00000055609	ENST00000360104			58508.0	58508.0
KMT5A	387893.1	ENSG00000183955	ENST00000402868	CHEMBL1795176	Q9NQR1	387893.0	387893.0
MAN2A1	4124.1	ENSG00000112893	ENST00000261483	CHEMBL4056	Q16706	4124.0	4124.0
MAN2A2	4122.1	ENSG00000196547	ENST00000558290			4122.0	4122.0
MGAT1	4245.1	ENSG00000131446	ENST00000333055	CHEMBL2375207	P26572	4245.0	4245.0
MGAT4A	11320.1	ENSG00000071073	ENST00000264968		Q9UM21	11320.0	11320.0
MGAT4B	11282.2	ENSG00000161013	ENST00000518778			11282.0	11282.0
MGAT4B	11282.1	ENSG00000161013	ENST00000518778			11282.0	11282.0
MGAT3	4248.1	ENSG00000128268	ENST00000341184	CHEMBL2375206	Q09327	4248.0	4248.0
MGAT5	4249.1	ENSG00000152127	ENST00000409645	CHEMBL1795131	Q09328	4249.0	4249.0
MGAT2	4247.1	ENSG00000168282	ENST00000305386	CHEMBL2321630	Q10469	4247.0	4247.0
GSTZ1	2954.1	ENSG00000100577	ENST00000216465	CHEMBL4949	O43708	2954.0	2954.0
GSTZ1	2954.3	ENSG00000100577	ENST00000216465	CHEMBL4949	O43708	2954.0	2954.0
GSTZ1	2954.2	ENSG00000100577	ENST00000216465	CHEMBL4949	O43708	2954.0	2954.0
GAA	2548.1	ENSG00000171298	ENST00000570803		P70699	2548.0	2548.0
GANC	2595.1	ENSG00000214013	ENST00000561871			2595.0	2595.0
MAN1B1	11253.1	ENSG00000177239	ENST00000371589	CHEMBL2308	Q9UKM7	11253.0	11253.0
GMPPA	29926.2	ENSG00000144591	ENST00000313597		Q96IJ6	29926.0	29926.0
GMPPA	29926.1	ENSG00000144591	ENST00000313597		Q96IJ6	29926.0	29926.0
GMPPB	29925.2	ENSG00000173540	ENST00000480687		Q9Y5P6	29925.0	29925.0
GMPPB	29925.1	ENSG00000173540	ENST00000480687		Q9Y5P6	29925.0	29925.0
MPI	4351.1	ENSG00000178802	ENST00000569931			4351.0	4351.0
MCCC1	56922.1	ENSG00000078070	ENST00000265594		Q96RQ3	56922.0	56922.0
MCCC2	64087.1	ENSG00000131844	ENST00000512218		Q9HCC0	64087.0	64087.0
MLYCD	23417.1	ENSG00000103150	ENST00000262430	CHEMBL4698	O95822	23417.0	23417.0
MCAT	27349.2	ENSG00000100294	ENST00000290429		Q8IVS2	27349.0	27349.0
MCAT	27349.1	ENSG00000100294	ENST00000290429		Q8IVS2	27349.0	27349.0
MPST	4357.1	ENSG00000128309	ENST00000401419		P25325	4357.0	4357.0
MDH1B	130752.1	ENSG00000138400	ENST00000374412		Q5I0G3	130752.0	130752.0
MDH1	4190.1	ENSG00000014641	ENST00000233114	CHEMBL3560	P40925	4190.0	4190.0
MDH2	4191.1	ENSG00000146701	ENST00000461263		P40926	4191.0	4191.0
ME2	4200.1	ENSG00000082212	ENST00000321341		P23368	4200.0	4200.0
ME1	4199.1	ENSG00000065833	ENST00000369705	CHEMBL3495	P48163	4199.0	4199.0
ME3	10873.1	ENSG00000151376	ENST00000393324	CHEMBL6182	Q16798	10873.0	10873.0
CYP2C19	1557.1	ENSG00000165841	ENST00000371321	CHEMBL3622	P33261	1557.0	1557.0
CYP1A1	1543.1	ENSG00000140465	ENST00000379727	CHEMBL2231	P04798	1543.0	1543.0
CYP1B1	1545.1	ENSG00000138061	ENST00000610745	CHEMBL4878	Q16678	1545.0	1545.0
CYP1A2	1544.1	ENSG00000140505	ENST00000343932	CHEMBL3356	P05177	1544.0	1544.0
MAT1A	4143.1	ENSG00000151224	ENST00000372213		Q00266	4143.0	4143.0
MAT2B	27430.2	ENSG00000038274	ENST00000280969		Q9NZL9	27430.0	27430.0
MAT2A	4144.1	ENSG00000168906	ENST00000306434		P31153	4144.0	4144.0
MAT2B	27430.1	ENSG00000038274	ENST00000280969		Q9NZL9	27430.0	27430.0
MTR	4548.1	ENSG00000116984	ENST00000366577	CHEMBL2150844	Q99707	4548.0	4548.0
MVK	4598.1	ENSG00000110921	ENST00000539335		Q9R008	4598.0	4598.0
MOGS	7841.1	ENSG00000115275	ENST00000233616	CHEMBL4684	Q13724	7841.0	7841.0
IPMK	253430.1	ENSG00000151151	ENST00000373935		Q8NFU5	253430.0	253430.0
INPP5D	3635.1	ENSG00000168918	ENST00000359570	CHEMBL1781870	Q92835	3635.0	3635.0
SYNJ1	8867.2	ENSG00000159082	ENST00000438952		Q8CHC4	8867.0	8867.0
INPPL1	3636.1	ENSG00000165458	ENST00000540973			3636.0	3636.0
INPP5J	27124.2	ENSG00000185133	ENST00000412985			27124.0	27124.0
SYNJ1	8867.1	ENSG00000159082	ENST00000438952		Q8CHC4	8867.0	8867.0
INPP5J	27124.1	ENSG00000185133	ENST00000412985			27124.0	27124.0
INPP5B	3633.1	ENSG00000204084	ENST00000373027		P32019	3633.0	3633.0
INPP5E	56623.1	ENSG00000148384	ENST00000371712		Q9NRR6	56623.0	56623.0
INPP5A	3632.1	ENSG00000068383	ENST00000368594	CHEMBL4243	Q14642	3632.0	3632.0
INPP1	3628.1	ENSG00000151689	ENST00000322522		P49441	3628.0	3628.0
ITPKA	3706.1	ENSG00000137825	ENST00000425927		Q8R071	3706.0	3706.0
ITPKC	80271.1	ENSG00000086544	ENST00000263370		Q96DU7	80271.0	80271.0
ITPKB	3707.1	ENSG00000143772	ENST00000272117		P27987	3707.0	3707.0
IMPA1	3612.1	ENSG00000133731	ENST00000256108	CHEMBL1786	P29218	3612.0	3612.0
IMPA2	3613.1	ENSG00000141401	ENST00000589238		Q91UZ5	3613.0	3613.0
MTMR1	8776.1	ENSG00000063601	ENST00000493995			8776.0	8776.0
MTMR2	8898.1	ENSG00000087053	ENST00000346299		Q13614	8898.0	8898.0
ISYNA1	51477.1	ENSG00000105655	ENST00000582811			51477.0	51477.0
INPP4A	3631.2	ENSG00000040933	ENST00000409016		Q96PE3	3631.0	3631.0
INPP4A	3631.1	ENSG00000040933	ENST00000409016		Q96PE3	3631.0	3631.0
INPP4B	8821.1	ENSG00000109452	ENST00000513000		O15327	8821.0	8821.0
MAN1A1	4121.1	ENSG00000111885	ENST00000368468	CHEMBL5915	P33908	4121.0	4121.0
MAN1C1	57134.1	ENSG00000117643	ENST00000374332		Q9NR34	57134.0	57134.0
MAN1A2	10905.1	ENSG00000198162	ENST00000356554		O60476	10905.0	10905.0
MCEE	84693.1	ENSG00000124370	ENST00000413592		Q96PE7	84693.0	84693.0
MUT	4594.1	ENSG00000146085	ENST00000274813		P22033	4594.0	4594.0
MOGAT1	116255.1	ENSG00000124003	ENST00000446656		Q96PD6	116255.0	116255.0
MOGAT2	80168.1	ENSG00000166391	ENST00000198801	CHEMBL2439944	Q3SYC2	80168.0	80168.0
MTAP	4507.1	ENSG00000099810	ENST00000380172	CHEMBL4941	Q13126	4507.0	4507.0
MTHFD2P1	100287639.1	ENSG00000244681				100287639.0	
MTHFD2L	441024.1	ENSG00000163738	ENST00000429519		Q9H903	441024.0	441024.0
MTHFD2	10797.1	ENSG00000065911	ENST00000394053		P13995	10797.0	10797.0
MTHFR	4524.1	ENSG00000177000	ENST00000376592		P42898	4524.0	4524.0
C1GALT1	56913.1	ENSG00000106392	ENST00000429911		Q9NS00	56913.0	56913.0
ASPA	443.1	ENSG00000108381	ENST00000577034			443.0	443.0
ACY3	91703.1	ENSG00000132744	ENST00000255082		Q96HD9	91703.0	91703.0
NDUFB9	4715.1	ENSG00000147684	ENST00000276689	CHEMBL2363065	Q9Y6M9	4715.0	4715.0
NDUFS2	4720.1	ENSG00000158864	ENST00000367993	CHEMBL2363065	O75306	4720.0	4720.0
NDUFS1	4719.1	ENSG00000023228	ENST00000233190	CHEMBL2363065	P28331	4719.0	4719.0
NDUFA6	4700.1	ENSG00000273397	ENST00000605927	CHEMBL2363065	Q9CQZ5	4700.0	4700.0
NDUFA12	55967.1	ENSG00000184752	ENST00000552205		Q9UI09	55967.0	55967.0
NDUFB3	4709.1	ENSG00000119013	ENST00000450023		O43676	4709.0	4709.0
NDUFB4	4710.1	ENSG00000065518	ENST00000184266	CHEMBL2363065	O95168	4710.0	4710.0
NDUFS6	4726.1	ENSG00000145494	ENST00000274137	CHEMBL2363065	O75380	4726.0	4726.0
NDUFC2	4718.1	ENSG00000151366	ENST00000281031	CHEMBL2363065	O95298	4718.0	4718.0
NDUFA3	4696.1	ENSG00000277722	ENST00000621307	CHEMBL2363065	O95167	4696.0	4696.0
NDUFA1	4694.1	ENSG00000125356	ENST00000371437	CHEMBL2363065	O15239	4694.0	4694.0
NDUFS7	374291.1	ENSG00000115286	ENST00000546283		Q9DC70	374291.0	374291.0
NDUFS8	4728.1	ENSG00000110717	ENST00000313468	CHEMBL2363065	O00217	4728.0	4728.0
NDUFB6	4712.2	ENSG00000165264	ENST00000379847	CHEMBL2363065	O95139	4712.0	4712.0
NDUFC1	4717.1	ENSG00000109390	ENST00000503997	CHEMBL2363065	O43677	4717.0	4717.0
NDUFA10	4705.1	ENSG00000130414	ENST00000419408		O95299	4705.0	4705.0
NDUFS5	4725.1	ENSG00000168653	ENST00000372969	CHEMBL2363065	O43920	4725.0	4725.0
NDUFB10	4716.1	ENSG00000140990	ENST00000268668	CHEMBL2363065	O96000	4716.0	4716.0
MT-ND3	4537.1	ENSG00000198840	ENST00000361227	CHEMBL2363065	P03897	4537.0	4537.0
TUSC3	7991.1	ENSG00000104723	ENST00000382020		Q13454	7991.0	7991.0
NDUFS3	4722.1	ENSG00000213619	ENST00000263774	CHEMBL2363065	O75489	4722.0	4722.0
MT-ND6	4541.1	ENSG00000198695	ENST00000361681	CHEMBL2363065	P03923	4541.0	4541.0
MT-ND4L	4539.1	ENSG00000212907	ENST00000361335	CHEMBL2363065	P03901	4539.0	4539.0
NDUFB1	4707.1	ENSG00000183648	ENST00000553514	CHEMBL2363065	O75438	4707.0	4707.0
NDUFA7	4701.1	ENSG00000267855	ENST00000593729	CHEMBL2363065	O95182	4701.0	4701.0
NDUFV1	4723.1	ENSG00000167792	ENST00000322776	CHEMBL2363065	P49821	4723.0	4723.0
NDUFA5	4698.1	ENSG00000128609	ENST00000471770	CHEMBL2363065	Q16718	4698.0	4698.0
MT-ND4	4538.1	ENSG00000198886	ENST00000361381	CHEMBL2363065	P03905	4538.0	4538.0
NDUFA4	4697.1	ENSG00000189043	ENST00000339600	CHEMBL2317	O00483	4697.0	4697.0
NDUFA13	51079.1	ENSG00000186010	ENST00000502506		Q9P0J0	51079.0	51079.0
NDUFB8	4714.1	ENSG00000166136	ENST00000299166	CHEMBL2363065	O95169	4714.0	4714.0
NDUFA9	4704.1	ENSG00000139180	ENST00000266544	CHEMBL2363065	Q16795	4704.0	4704.0
NDUFA11	126328.1	ENSG00000174886	ENST00000418389	CHEMBL2363065	Q86Y39	126328.0	126328.0
NDUFB5	4711.1	ENSG00000136521	ENST00000259037	CHEMBL2363065	O43674	4711.0	4711.0
NDUFS4	4724.1	ENSG00000164258	ENST00000507026		Q9CXZ1	4724.0	4724.0
NDUFB7	4713.1	ENSG00000099795	ENST00000593353		Q9CR61	4713.0	4713.0
MT-ND2	4536.1	ENSG00000198763	ENST00000361453	CHEMBL2363065	P03891	4536.0	4536.0
NDUFA2	4695.1	ENSG00000131495	ENST00000252102	CHEMBL2363065	O43678	4695.0	4695.0
NDUFA8	4702.1	ENSG00000119421	ENST00000373768	CHEMBL2363065	P51970	4702.0	4702.0
NDUFB2	4708.1	ENSG00000090266	ENST00000482954		O95178	4708.0	4708.0
MT-ND1	4535.1	ENSG00000198888	ENST00000361390	CHEMBL2363065	P03886	4535.0	4535.0
NDUFV3	4731.2	ENSG00000160194	ENST00000354250	CHEMBL2363065	P56181	4731.0	4731.0
NDUFAB1	4706.1	ENSG00000004779	ENST00000007516	CHEMBL2363065	O14561	4706.0	4706.0
NDUFV2	4729.1	ENSG00000178127	ENST00000577703		Q9D6J6	4729.0	4729.0
MT-ND5	4540.1	ENSG00000198786	ENST00000361567	CHEMBL2363065	P03915	4540.0	4540.0
TUSC3	7991.2	ENSG00000104723	ENST00000382020		Q13454	7991.0	7991.0
NDUFV3	4731.1	ENSG00000160194	ENST00000354250	CHEMBL2363065	P56181	4731.0	4731.0
NDUFB6	4712.1	ENSG00000165264	ENST00000379847	CHEMBL2363065	O95139	4712.0	4712.0
NDUFB11	54539.1	ENSG00000147123	ENST00000377811	CHEMBL2363065	Q9NX14	54539.0	54539.0
NADK	65220.1	ENSG00000008130	ENST00000341426	CHEMBL6177	O95544	65220.0	65220.0
NADSYN1	55191.1	ENSG00000172890	ENST00000319023		Q6IA69	55191.0	55191.0
NAGA	4668.1	ENSG00000198951	ENST00000396398	CHEMBL3132	P17050	4668.0	4668.0
SLC4A8	9498.1	ENSG00000050438	ENST00000535225		Q2Y0W8	9498.0	9498.0
SLC4A10	57282.1	ENSG00000144290	ENST00000415876		Q6U841	57282.0	57282.0
SLC5A5	6528.1	ENSG00000105641	ENST00000222248		Q92911	6528.0	6528.0
ATP1B1	481.1	ENSG00000143153	ENST00000367816	CHEMBL2095186	P05026	481.0	481.0
ATP1A3	478.1	ENSG00000105409	ENST00000441343		Q6PIC6	478.0	478.0
ATP1A2	477.1	ENSG00000018625	ENST00000361216	CHEMBL2095186	P50993	477.0	477.0
ATP1B4	23439.1	ENSG00000101892	ENST00000218008		Q9UN42	23439.0	23439.0
ATP1B3	483.1	ENSG00000069849	ENST00000475483		P97370	483.0	483.0
